"","phylum","class","order","family","genus","species"
"70295","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family III. Incertae Sedis","Caldicellulosiruptor","Caldicellulosiruptor sp. Rt69B.1"
"1008886","Firmicutes","Negativicutes","Selenomonadales","Sporomusaceae","Propionispora","uncultured Propionispora sp."
"325812","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella sp. oral clone ASCG02"
"665239","Cyanobacteria",NA,"Nostocales","Nostocaceae","Nostoc","Nostoc sp. MV6"
"1725256","Cyanobacteria",NA,"Nostocales","Nostocaceae",NA,"Nostocaceae cyanobacterium CENA369"
"2011004","Cyanobacteria",NA,"Nostocales","Calotrichaceae","Calothrix","Calothrix sp. N42"
"945718","Cyanobacteria",NA,"Nostocales","Calotrichaceae","Calothrix","Calothrix sp. LEGE 07177"
"1541975","Cyanobacteria",NA,"Nostocales","Fortieaceae","Aulosira","Aulosira laxa"
"309813","Cyanobacteria",NA,"Oscillatoriales","Microcoleaceae","Arthrospira","uncultured Arthrospira sp."
"1054889","Cyanobacteria",NA,"Synechococcales","Synechococcaceae","Synechococcus","Synechococcus sp. ACT 0612"
"1193023","Cyanobacteria",NA,"Synechococcales","Synechococcaceae","Synechococcus","Synechococcus sp. M11.2"
"364149","Cyanobacteria",NA,"Synechococcales","Synechococcaceae","Synechococcus","uncultured marine type-A Synechococcus GOM 3M9"
"1085982","Cyanobacteria",NA,"Synechococcales","Leptolyngbyaceae","Leptolyngbya","Leptolyngbya sp. KC 45"
"945743","Cyanobacteria",NA,"Synechococcales","Leptolyngbyaceae","Leptolyngbya","Leptolyngbya mycoidea"
"322865","Cyanobacteria",NA,"Synechococcales","Leptolyngbyaceae","Leptolyngbya","Leptolyngbya valderiana"
"142979","Cyanobacteria",NA,"Synechococcales","Prochlorotrichaceae","Prochlorothrix","Prochlorothrix scandica"
"1937191","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma todarodis"
"92402","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma equirhinis"
"216943","Tenericutes","Mollicutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma","Spiroplasma montanense"
"281784","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Candidatus Phytoplasma","Bamboo witches'-broom phytoplasma"
"47565","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Candidatus Phytoplasma","Candidatus Phytoplasma prunorum"
"107730","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Candidatus Phytoplasma","Sorghum bunchy shoot phytoplasma"
"136611","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Candidatus Phytoplasma","Cactus witches'-broom phytoplasma"
"239765","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Candidatus Phytoplasma","Nectarine yellows phytoplasma"
"1623716",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig00027"
"1425008",NA,NA,NA,NA,NA,"uncultured bacterium ctg7180000000960"
"1625619",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig01930"
"1626968",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig03279"
"1623927",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig00238"
"1805579",NA,NA,NA,NA,NA,"uncultured bacterium IN-01"
"1626216",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig02527"
"1626778",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig03089"
"143793",NA,NA,NA,NA,NA,"uncultured bacterium pCosAS1"
"1625638",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig01949"
"1625388",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig01699"
"1552142",NA,NA,NA,NA,NA,"uncultured bacterium TB313_p"
"1701368",NA,NA,NA,NA,NA,"uncultured bacterium 3b03"
"542410",NA,NA,NA,NA,NA,"uncultured bacterium ARCTIC23_B_12"
"1627201",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig03512"
"542456",NA,NA,NA,NA,NA,"uncultured bacterium GRIST11"
"1623751",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig00062"
"1623899",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig00210"
"1625590",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig01901"
"1624008",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig00319"
"1424937",NA,NA,NA,NA,NA,"uncultured bacterium ctg7180000000888"
"1625172",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig01483"
"1624078",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig00389"
"1624599",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig00910"
"1624274",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig00585"
"1625629",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig01940"
"1625204",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig01515"
"1781432",NA,NA,NA,NA,NA,"uncultured bacterium gwb2_scaffold_5726"
"1624320",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig00631"
"110268",NA,NA,NA,NA,NA,"Australian soil clone H35"
"92151",NA,NA,NA,NA,NA,"uncultured bacterium 696AB"
"743068",NA,NA,NA,NA,NA,"uncultured marine bacterium MedDCM-OCT-S08-C1068"
"1625512",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig01823"
"1624125",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig00436"
"415447",NA,NA,NA,NA,NA,"uncultured marine bacterium HF10_49E08"
"1624115",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig00426"
"1627558",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig03869"
"672208",NA,NA,NA,NA,NA,"uncultured bacterium RM44"
"1624298",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig00609"
"1173129",NA,NA,NA,NA,NA,"bacterium enrichment culture DGGE band 4(2012)"
"1548705",NA,NA,NA,NA,NA,"bacterium enrichment culture clone cep-05"
"1625560",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig01871"
"138799",NA,NA,NA,NA,NA,"unidentified bacterium CPB74"
"1625881",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig02192"
"1626231",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig02542"
"1624717",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig01028"
"542417",NA,NA,NA,NA,NA,"uncultured bacterium ARCTIC29_C_07"
"1625626",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig01937"
"1548468",NA,NA,NA,NA,NA,"bacterium enrichment culture clone C_2011_0.5_m_2"
"1624209",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig00520"
"1624035",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig00346"
"1625349",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig01660"
"1235524",NA,NA,NA,NA,NA,"bacterium enrichment culture clone NMarsB_3"
"1424783",NA,NA,NA,NA,NA,"uncultured bacterium ctg7180000000729"
"1439866",NA,NA,NA,NA,NA,"uncultured bacterium B3TF_MPn1"
"1781498",NA,NA,NA,NA,NA,"uncultured bacterium gwc2_scaffold_75"
"1624995",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig01306"
"1626543",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig02854"
"70040",NA,NA,NA,NA,NA,"marine snow associated bacterium Adriatic64"
"28248",NA,NA,NA,NA,NA,"unidentified marine eubacterium"
"150480",NA,NA,NA,NA,NA,"soil isolate KBS ensemble"
"1626415",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig02726"
"1626420",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig02731"
"1623968",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig00279"
"1424876",NA,NA,NA,NA,NA,"uncultured bacterium ctg7180000000826"
"1330952",NA,NA,NA,NA,NA,"bacterium enrichment culture clone bHCH6_D3"
"990061",NA,NA,NA,NA,NA,"bacterium enrichment culture clone P47-5C"
"1624849",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig01160"
"455068","Planctomycetes","Planctomycetia","Planctomycetales",NA,NA,"uncultured planctomycete 6FN"
"166","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","Treponema sp."
"1618663","Candidatus Jorgensenbacteria",NA,NA,NA,NA,"Candidatus Jorgensenbacteria bacterium GW2011_GWA2_45_9"
"200297","Candidatus Sumerlaeota",NA,NA,NA,NA,"uncultured Candidatus Sumerlaeota bacterium"
"335409",NA,NA,NA,NA,NA,"bacterium PC3"
"1703195",NA,NA,NA,NA,NA,"bacterium ASP37"
"1424452",NA,NA,NA,NA,NA,"mixed culture bacterium DOX_AL_1"
"358119",NA,NA,NA,NA,NA,"toluene-degrading bacterium UCR 026b"
"596093",NA,NA,NA,NA,NA,"Calyptogena nautilei symbiont"
"334316",NA,NA,NA,NA,NA,"bacterium rA2"
"948152",NA,NA,NA,NA,NA,"bacterium DC9(2011)"
"755583",NA,NA,NA,NA,NA,"bacterium KR 1979/21_160"
"1136522",NA,NA,NA,NA,NA,"bacterium AK-OB05"
"717712",NA,NA,NA,NA,NA,"bacterium WA3C"
"1195834",NA,NA,NA,NA,NA,"bacterium EBAD45"
"335410",NA,NA,NA,NA,NA,"bacterium PC2"
"1145566",NA,NA,NA,NA,NA,"bacterium NLAE-zl-C297"
"404517",NA,NA,NA,NA,NA,"soil bacterium PB-P1-3"
"689321",NA,NA,NA,NA,NA,"activated sludge bacterium GC_R2A_S_2"
"1307744",NA,NA,NA,NA,NA,"bacterium tet-w-47"
"1195848",NA,NA,NA,NA,NA,"bacterium EBAD62"
"1489245",NA,NA,NA,NA,NA,"bacterium E1-5"
"359782",NA,NA,NA,NA,NA,"bacterium alkW85"
"1086700",NA,NA,NA,NA,NA,"marine bacterium HEX312"
"585117",NA,NA,NA,NA,NA,"bacterium 2195.1"
"1742302",NA,NA,NA,NA,NA,"bacterium DYS1B"
"407350",NA,NA,NA,NA,NA,"bacterium 9-2-4"
"1426599",NA,NA,NA,NA,NA,"bacterium BM0471"
"247213",NA,NA,NA,NA,NA,"glacial ice bacterium MS-T10-01"
"334310",NA,NA,NA,NA,NA,"bacterium rM13"
"1737428",NA,NA,NA,NA,NA,"bacterium symbiont of Abyssogena mariana"
"131428",NA,NA,NA,NA,NA,"chlamydia-associated clinical sample 591-S"
"345980",NA,NA,NA,NA,NA,"bacterium UASWS0096"
"259119",NA,NA,NA,NA,NA,"Adelie penguin guano bacterium 3aChit"
"1195808",NA,NA,NA,NA,NA,"bacterium EBAD08"
"247228",NA,NA,NA,NA,NA,"glacial ice bacterium MS-T10-09"
"2448811","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. WR11"
"429646","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dyella","Dyella sp. Is-D136"
"284577","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas taeanensis"
"1521931","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Cricetibacter","Cricetibacter osteomyelitidis"
"253283","Proteobacteria","Gammaproteobacteria",NA,NA,NA,"uncultured methanotrophic gamma proteobacterium"
"989370","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium manausense"
"648885","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium sp. MB200"
"381630","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium jeotgali"
"338585","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bartonellaceae","Bartonella","Bartonella sp. lm4"
"1130912","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. 038"
"1082345","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium boeckii"
"1434046","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus",NA
"659350","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus stylophorae"
"1173585","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria","Ruegeria arenilitoris"
"227873","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pannonibacter",NA
"267349","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospirillum","Magnetospirillum sp. TS-6"
"1081782","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","Paraburkholderia hiiakae"
"351345","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter","Polynucleobacter cosmopolitanus"
"657015","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Pusillimonas","Pusillimonas harenae"
"1229348","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria sp. AP678"
"755081","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter sp. AA(2010)"
"1645","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Renibacterium",NA
"225447","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Yaniella",NA
"280508","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. I-1525"
"1501383","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. WAC4747"
"539627","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. FS-YC6712"
"516382","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. 14-28-C6"
"516264","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. ID05-A0379"
"516137","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. ID05-A0030"
"436397","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sudanensis"
"285482","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces tsusimaensis"
"68274","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces tauricus"
"1380770","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae",NA,"Streptomycetaceae bacterium MP113-05"
"98668","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium septicum"
"1435068","Actinobacteria","Actinobacteria","Corynebacteriales","Gordoniaceae","Gordonia","Gordonia sp. HS-NH1"
"236068","Actinobacteria","Actinobacteria","Propionibacteriales","Kribbellaceae","Kribbella","Kribbella jejuensis"
"106360","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Frankia","Frankia sp. FE57"
"670720","Actinobacteria","Actinobacteria","Glycomycetales","Glycomycetaceae","Stackebrandtia","uncultured Stackebrandtia sp."
"107035","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sp. A11-2"
"1276991","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. SS14.33"
"1320","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus sp. 'group G'"
"105612","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Dellaglioa","Dellaglioa algida"
"1543","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium oceanicum"
"1434692","Firmicutes","Clostridia","Halanaerobiales","Halobacteroidaceae","Acetohalobium","uncultured Acetohalobium sp."
"1005724","Cyanobacteria",NA,"Synechococcales","Leptolyngbyaceae","Leptolyngbya","Leptolyngbya angustissima"
"1616883","Cyanobacteria",NA,"Synechococcales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena sp. PCC 9330"
"1433143","Cyanobacteria",NA,"Nostocales","Symphyonemataceae","Loriellopsis","uncultured Loriellopsis sp."
"2720140","Cyanobacteria",NA,"Oscillatoriales",NA,"Caldora","Caldora sp. Ch4"
"44823","Cyanobacteria",NA,"Chroococcales","Microcystaceae","Microcystis","Microcystis wesenbergii"
"183216","Cyanobacteria",NA,"Chroococcales",NA,NA,"uncultured Chroococcales cyanobacterium"
"1461768","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Candidatus Phytoplasma","'Crotalaria juncea' phytoplasma L32"
"1117044","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Candidatus Phytoplasma","'Solanum tuberosum' phytoplasma"
"358598","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Arenibacter","uncultured Arenibacter sp."
"400412","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Bizionia","Bizionia sp. D58-B07"
"40904","Planctomycetes","Planctomycetia","Planctomycetales",NA,NA,"unidentified eubacterium clone LGW#46"
"1424813",NA,NA,NA,NA,NA,"uncultured bacterium ctg7180000000760"
"1425104",NA,NA,NA,NA,NA,"uncultured bacterium ctg7180000001061"
"1425132",NA,NA,NA,NA,NA,"uncultured bacterium ctg7180000001127"
"138768",NA,NA,NA,NA,NA,"unidentified bacterium SM-A59"
"1425097",NA,NA,NA,NA,NA,"uncultured bacterium ctg7180000001054"
"1624998",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig01309"
"1027251",NA,NA,NA,NA,NA,"bacterium enrichment culture clone K1"
"1781457",NA,NA,NA,NA,NA,"uncultured bacterium gwc2_scaffold_13443"
"1425049",NA,NA,NA,NA,NA,"uncultured bacterium ctg7180000001002"
"1625637",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig01948"
"1424879",NA,NA,NA,NA,NA,"uncultured bacterium ctg7180000000829"
"1424831",NA,NA,NA,NA,NA,"uncultured bacterium ctg7180000000780"
"1169993",NA,NA,NA,NA,NA,"bacterium enrichment culture clone Xyl8B8"
"1627235",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig03546"
"1626481",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig02792"
"1624059",NA,NA,NA,NA,NA,"uncultured bacterium BD_contig00370"
"1425133",NA,NA,NA,NA,NA,"uncultured bacterium ctg7180000001130"
"1781445",NA,NA,NA,NA,NA,"uncultured bacterium gwc1_scaffold_28345"
"1166055",NA,NA,NA,NA,NA,"thermophilic bacterium TP-5"
"563169","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. SJ-10"
"1587547","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","Comamonas sp. NITE BP-963"
"488730","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia arboris"
"1904757","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia puraquae"
"1204693","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter","Limnobacter sp. 2C4"
"1204692","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter","Limnobacter sp. 2A6"
"1204694","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter","Limnobacter sp. 2D3"
"1204695","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter","Limnobacter sp. CR2A4"
"1221468","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Cupriavidus sp. SaCRH19"
"392320","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","Paraburkholderia nodosa"
"67939","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia","Ralstonia sp. E2"
"2495547","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Pandoraea","Pandoraea sp. N2P2_2015"
"398330","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herminiimonas","uncultured Herminiimonas sp."
"100906","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonas","Nitrosomonas sp. ENI-11"
"238241","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Chromobacterium","Chromobacterium sp. C-61"
